rule_id,statement_id,section,page_hint,rule_class,direction,target_treatment,decision_scope,condition_text,level_of_evidence,consensus_pct,voting_round,meets_80pct_table_threshold
S77R#1,S77R,Which comorbidities are contraindications and to what extent?,10,relative_contraindication,negative,,larynx_preservation_any,"In patients with moderate comorbidities and an ECOG performance status of 2, it is crucial to distinguish whether the performace status is the result of tumour progression or the patient’s comorbidities. This differentiation is essential to determine the appropriate indication for cisplatin in laryngeal preservation. Specifically, if the performance scale of 2 is influenced by the disease itself, cisplatin could be indicated if there are no absolute or relative contraindications to cisplatin-based chemotherapy; and if the performance scale of 2 is influenced by comorbidities or toxicity due to previous treatments, cisplatin is contraindicated.",V,82.4,first,True
S78R#1,S78R,Which comorbidities are contraindications and to what extent?,10,contextual_selection,qualified,cisplatin_high_dose,,"The cisplatin administration schedule (weekly vs every 3 weeks) does not influence the contraindications to cisplatin itself, except for patients with mild cardiac dysfunction who might not tolerate high-volume fluid administration that is required for high-dose cisplatin and for patients with mild baseline renal impairment (creatinine clearance 50–60 mL/min) or with hearing impairment (grade >1).",V,84.9,second,True
S132R#1,S132R,Prehabilitation and rehabilitation,11,contextual_selection,qualified,,larynx_preservation_any,"A speech therapist (ie, a medical or non-medical expert in voice, speech, and deglutition) should be involved in the pretreatment assessment of patients considered for larynx-preservation treatments.",V,94.0,first,True
S133R#1,S133R,Prehabilitation and rehabilitation,11,contextual_selection,qualified,tlm,larynx_preservation_any,"Swallowing exercises that are indicated before, during, and after treatment in patients who receive conservative laryngeal surgery (transoral laser microsurgery or open partial horizontal laryngectomy) or non-surgical larynx-preservation treatment should be overseen by a speech therapist until the patient is deemed independent (ie, a medical or non-medical expert in voice, speech, and deglutition).",II,96.8,second,True
S133R#2,S133R,Prehabilitation and rehabilitation,11,contextual_selection,qualified,tlm,nonsurgical_lp,"Swallowing exercises that are indicated before, during, and after treatment in patients who receive conservative laryngeal surgery (transoral laser microsurgery or open partial horizontal laryngectomy) or non-surgical larynx-preservation treatment should be overseen by a speech therapist until the patient is deemed independent (ie, a medical or non-medical expert in voice, speech, and deglutition).",II,96.8,second,True
S133R#3,S133R,Prehabilitation and rehabilitation,11,contextual_selection,qualified,tlm,surgical_lp,"Swallowing exercises that are indicated before, during, and after treatment in patients who receive conservative laryngeal surgery (transoral laser microsurgery or open partial horizontal laryngectomy) or non-surgical larynx-preservation treatment should be overseen by a speech therapist until the patient is deemed independent (ie, a medical or non-medical expert in voice, speech, and deglutition).",II,96.8,second,True
S133R#4,S133R,Prehabilitation and rehabilitation,11,contextual_selection,qualified,ophl_any,larynx_preservation_any,"Swallowing exercises that are indicated before, during, and after treatment in patients who receive conservative laryngeal surgery (transoral laser microsurgery or open partial horizontal laryngectomy) or non-surgical larynx-preservation treatment should be overseen by a speech therapist until the patient is deemed independent (ie, a medical or non-medical expert in voice, speech, and deglutition).",II,96.8,second,True
S133R#5,S133R,Prehabilitation and rehabilitation,11,contextual_selection,qualified,ophl_any,nonsurgical_lp,"Swallowing exercises that are indicated before, during, and after treatment in patients who receive conservative laryngeal surgery (transoral laser microsurgery or open partial horizontal laryngectomy) or non-surgical larynx-preservation treatment should be overseen by a speech therapist until the patient is deemed independent (ie, a medical or non-medical expert in voice, speech, and deglutition).",II,96.8,second,True
S133R#6,S133R,Prehabilitation and rehabilitation,11,contextual_selection,qualified,ophl_any,surgical_lp,"Swallowing exercises that are indicated before, during, and after treatment in patients who receive conservative laryngeal surgery (transoral laser microsurgery or open partial horizontal laryngectomy) or non-surgical larynx-preservation treatment should be overseen by a speech therapist until the patient is deemed independent (ie, a medical or non-medical expert in voice, speech, and deglutition).",II,96.8,second,True
S133R#7,S133R,Prehabilitation and rehabilitation,11,contextual_selection,qualified,surgical_lp,larynx_preservation_any,"Swallowing exercises that are indicated before, during, and after treatment in patients who receive conservative laryngeal surgery (transoral laser microsurgery or open partial horizontal laryngectomy) or non-surgical larynx-preservation treatment should be overseen by a speech therapist until the patient is deemed independent (ie, a medical or non-medical expert in voice, speech, and deglutition).",II,96.8,second,True
S133R#8,S133R,Prehabilitation and rehabilitation,11,contextual_selection,qualified,surgical_lp,nonsurgical_lp,"Swallowing exercises that are indicated before, during, and after treatment in patients who receive conservative laryngeal surgery (transoral laser microsurgery or open partial horizontal laryngectomy) or non-surgical larynx-preservation treatment should be overseen by a speech therapist until the patient is deemed independent (ie, a medical or non-medical expert in voice, speech, and deglutition).",II,96.8,second,True
S133R#9,S133R,Prehabilitation and rehabilitation,11,contextual_selection,qualified,surgical_lp,surgical_lp,"Swallowing exercises that are indicated before, during, and after treatment in patients who receive conservative laryngeal surgery (transoral laser microsurgery or open partial horizontal laryngectomy) or non-surgical larynx-preservation treatment should be overseen by a speech therapist until the patient is deemed independent (ie, a medical or non-medical expert in voice, speech, and deglutition).",II,96.8,second,True
S134R#1,S134R,Prehabilitation and rehabilitation,11,contextual_selection,qualified,,larynx_preservation_any,Adherence to swallowing exercises in patients who underwent laryngeal preservation therapeutic strategies should be regularly checked.,II,87.7,first,True
S135R#1,S135R,Prehabilitation and rehabilitation,11,contextual_selection,qualified,concurrent_crt,nonsurgical_lp,Prophylactic swallowing exercises in patients undergoing radiotherapy or chemoradiotherapy for laryngeal or hypopharyngeal cancer should aim at strengthening the tongue muscles and those muscles that determine laryngeal elevation.,III,93.3,first,True
S135R#2,S135R,Prehabilitation and rehabilitation,11,contextual_selection,qualified,concurrent_crt,larynx_preservation_any,Prophylactic swallowing exercises in patients undergoing radiotherapy or chemoradiotherapy for laryngeal or hypopharyngeal cancer should aim at strengthening the tongue muscles and those muscles that determine laryngeal elevation.,III,93.3,first,True
S136R#1,S136R,Prehabilitation and rehabilitation,11,contextual_selection,qualified,tlm,surgical_lp,"Rehabilitation (ie, exercises aimed at rehabilitating voice, speech, and swallowing) should be started as soon as possible after surgery in patients who undergo conservative laryngeal surgery (ie, transoral laser microsurgery and open partial horizontal laryngectomy).",V,98.4,first,True
S136R#2,S136R,Prehabilitation and rehabilitation,11,contextual_selection,qualified,tlm,larynx_preservation_any,"Rehabilitation (ie, exercises aimed at rehabilitating voice, speech, and swallowing) should be started as soon as possible after surgery in patients who undergo conservative laryngeal surgery (ie, transoral laser microsurgery and open partial horizontal laryngectomy).",V,98.4,first,True
S136R#3,S136R,Prehabilitation and rehabilitation,11,contextual_selection,qualified,ophl_any,surgical_lp,"Rehabilitation (ie, exercises aimed at rehabilitating voice, speech, and swallowing) should be started as soon as possible after surgery in patients who undergo conservative laryngeal surgery (ie, transoral laser microsurgery and open partial horizontal laryngectomy).",V,98.4,first,True
S136R#4,S136R,Prehabilitation and rehabilitation,11,contextual_selection,qualified,ophl_any,larynx_preservation_any,"Rehabilitation (ie, exercises aimed at rehabilitating voice, speech, and swallowing) should be started as soon as possible after surgery in patients who undergo conservative laryngeal surgery (ie, transoral laser microsurgery and open partial horizontal laryngectomy).",V,98.4,first,True
S136R#5,S136R,Prehabilitation and rehabilitation,11,contextual_selection,qualified,surgical_lp,surgical_lp,"Rehabilitation (ie, exercises aimed at rehabilitating voice, speech, and swallowing) should be started as soon as possible after surgery in patients who undergo conservative laryngeal surgery (ie, transoral laser microsurgery and open partial horizontal laryngectomy).",V,98.4,first,True
S136R#6,S136R,Prehabilitation and rehabilitation,11,contextual_selection,qualified,surgical_lp,larynx_preservation_any,"Rehabilitation (ie, exercises aimed at rehabilitating voice, speech, and swallowing) should be started as soon as possible after surgery in patients who undergo conservative laryngeal surgery (ie, transoral laser microsurgery and open partial horizontal laryngectomy).",V,98.4,first,True
S80#1,S80,Organ preservation in older patients: selection criteria,12,exception,positive,,larynx_preservation_any,"Age itself is not a contraindication to surgical and non-surgical laryngeal preservation approaches. However, the common comorbidities and frailty associated with age might have a great effect on both treatment choice and outcome. Fit older patients (≥70 years) should be offered the same larynx-preservation strategies as their younger counterparts.",IV,94.1,first,True
S81#1,S81,Organ preservation in older patients: selection criteria,12,contextual_selection,qualified,nonsurgical_lp,larynx_preservation_any,Older patients (≥70 years) for whom a surgical or non-surgical larynx preservation treatment is hypothesised should be screened for frailty and comorbidities using validated tools.,III,97.1,first,True
S81#2,S81,Organ preservation in older patients: selection criteria,12,contextual_selection,qualified,nonsurgical_lp,nonsurgical_lp,Older patients (≥70 years) for whom a surgical or non-surgical larynx preservation treatment is hypothesised should be screened for frailty and comorbidities using validated tools.,III,97.1,first,True
S81#3,S81,Organ preservation in older patients: selection criteria,12,contextual_selection,qualified,nonsurgical_lp,surgical_lp,Older patients (≥70 years) for whom a surgical or non-surgical larynx preservation treatment is hypothesised should be screened for frailty and comorbidities using validated tools.,III,97.1,first,True
S81#4,S81,Organ preservation in older patients: selection criteria,12,contextual_selection,qualified,surgical_lp,larynx_preservation_any,Older patients (≥70 years) for whom a surgical or non-surgical larynx preservation treatment is hypothesised should be screened for frailty and comorbidities using validated tools.,III,97.1,first,True
S81#5,S81,Organ preservation in older patients: selection criteria,12,contextual_selection,qualified,surgical_lp,nonsurgical_lp,Older patients (≥70 years) for whom a surgical or non-surgical larynx preservation treatment is hypothesised should be screened for frailty and comorbidities using validated tools.,III,97.1,first,True
S81#6,S81,Organ preservation in older patients: selection criteria,12,contextual_selection,qualified,surgical_lp,surgical_lp,Older patients (≥70 years) for whom a surgical or non-surgical larynx preservation treatment is hypothesised should be screened for frailty and comorbidities using validated tools.,III,97.1,first,True
S84#1,S84,Organ preservation in older patients: selection criteria,12,selection_factor,qualified,,larynx_preservation_any,"Vulnerable and frail patients are at higher risk of treatment complications and face a higher risk of non-cancer-related death, due to comorbidities and treatment-induced toxic effects. Therefore, organ preservation strategies in this group of patients should be carefully weighed against the risks.",IV,98.5,first,True
S85#1,S85,Organ preservation in older patients: selection criteria,12,contextual_selection,qualified,tlm,surgical_lp,"In older patients (≥70 years) diagnosed with cT2N0–1 glottic or supraglottic cancer, both radiotherapy and transoral laser microsurgery (with neck dissection, if required) are viable treatment options. However, open partial horizontal laryngectomy should be considered only in older patients with favourable frailty and comorbidity profile.",IV,96.4,first,True
S85#2,S85,Organ preservation in older patients: selection criteria,12,contextual_selection,qualified,tlm,larynx_preservation_any,"In older patients (≥70 years) diagnosed with cT2N0–1 glottic or supraglottic cancer, both radiotherapy and transoral laser microsurgery (with neck dissection, if required) are viable treatment options. However, open partial horizontal laryngectomy should be considered only in older patients with favourable frailty and comorbidity profile.",IV,96.4,first,True
S85#3,S85,Organ preservation in older patients: selection criteria,12,contextual_selection,qualified,ophl_any,surgical_lp,"In older patients (≥70 years) diagnosed with cT2N0–1 glottic or supraglottic cancer, both radiotherapy and transoral laser microsurgery (with neck dissection, if required) are viable treatment options. However, open partial horizontal laryngectomy should be considered only in older patients with favourable frailty and comorbidity profile.",IV,96.4,first,True
S85#4,S85,Organ preservation in older patients: selection criteria,12,contextual_selection,qualified,ophl_any,larynx_preservation_any,"In older patients (≥70 years) diagnosed with cT2N0–1 glottic or supraglottic cancer, both radiotherapy and transoral laser microsurgery (with neck dissection, if required) are viable treatment options. However, open partial horizontal laryngectomy should be considered only in older patients with favourable frailty and comorbidity profile.",IV,96.4,first,True
S86R2#1,S86R2,Organ preservation in older patients: selection criteria,12,contextual_selection,qualified,tlm,surgical_lp,"In intermediate laryngeal cancers (cT2N0 and selected cT3N0 with neither of vocal cord fixation, arytenoid fixation, involvement of the posterior portion of the paraglottic space, and involvement of the cartilaginous framework), transoral laser microsurgery (for both glottic and supraglottic tumours) and transoral robotic surgery (for supraglottic tumours) are low-morbidity options in older patients, with favourable oncological and functional outcomes and short hospitalisation.",IV,81.8,third,True
S86R2#2,S86R2,Organ preservation in older patients: selection criteria,12,contextual_selection,qualified,tlm,larynx_preservation_any,"In intermediate laryngeal cancers (cT2N0 and selected cT3N0 with neither of vocal cord fixation, arytenoid fixation, involvement of the posterior portion of the paraglottic space, and involvement of the cartilaginous framework), transoral laser microsurgery (for both glottic and supraglottic tumours) and transoral robotic surgery (for supraglottic tumours) are low-morbidity options in older patients, with favourable oncological and functional outcomes and short hospitalisation.",IV,81.8,third,True
S86R2#3,S86R2,Organ preservation in older patients: selection criteria,12,contextual_selection,qualified,tors,surgical_lp,"In intermediate laryngeal cancers (cT2N0 and selected cT3N0 with neither of vocal cord fixation, arytenoid fixation, involvement of the posterior portion of the paraglottic space, and involvement of the cartilaginous framework), transoral laser microsurgery (for both glottic and supraglottic tumours) and transoral robotic surgery (for supraglottic tumours) are low-morbidity options in older patients, with favourable oncological and functional outcomes and short hospitalisation.",IV,81.8,third,True
S86R2#4,S86R2,Organ preservation in older patients: selection criteria,12,contextual_selection,qualified,tors,larynx_preservation_any,"In intermediate laryngeal cancers (cT2N0 and selected cT3N0 with neither of vocal cord fixation, arytenoid fixation, involvement of the posterior portion of the paraglottic space, and involvement of the cartilaginous framework), transoral laser microsurgery (for both glottic and supraglottic tumours) and transoral robotic surgery (for supraglottic tumours) are low-morbidity options in older patients, with favourable oncological and functional outcomes and short hospitalisation.",IV,81.8,third,True
S87R#1,S87R,Organ preservation in older patients: selection criteria,12,contextual_selection,qualified,ophl_any,surgical_lp,"In patients ≥70 years deemed vulnerable by the Comprehensive Geriatric Assessment, open partial horizontal laryngectomy should be considered only if swallowing function is not impaired at preoperative assessment and both arytenoids can be preserved.",IV,84.9,second,True
S87R#2,S87R,Organ preservation in older patients: selection criteria,12,contextual_selection,qualified,ophl_any,larynx_preservation_any,"In patients ≥70 years deemed vulnerable by the Comprehensive Geriatric Assessment, open partial horizontal laryngectomy should be considered only if swallowing function is not impaired at preoperative assessment and both arytenoids can be preserved.",IV,84.9,second,True
S88#1,S88,Organ preservation in older patients: selection criteria,12,relative_contraindication,negative,ophl_any,surgical_lp,"In patients aged ≥70 years, frailty (defined by the Comprehensive Geriatric Assessment) is a relative contraindication to open partial horizontal laryngectomy, even in the absence of severe neurological or cardio-respiratory comorbidities.",IV,92.5,first,True
S88#2,S88,Organ preservation in older patients: selection criteria,12,relative_contraindication,negative,ophl_any,larynx_preservation_any,"In patients aged ≥70 years, frailty (defined by the Comprehensive Geriatric Assessment) is a relative contraindication to open partial horizontal laryngectomy, even in the absence of severe neurological or cardio-respiratory comorbidities.",IV,92.5,first,True
S89#1,S89,Organ preservation in older patients: selection criteria,12,recommendation,positive,total_laryngectomy,surgical_lp,"For older patients (aged ≥70 years) with advanced-stage laryngeal cancer (cT3, cT4a, or cN+) whose frailty or comorbidity profile precludes the use of systemic therapy and indication to open partial horizontal laryngectomy, total laryngectomy is the preferred option.",IV,93.7,first,True
S89#2,S89,Organ preservation in older patients: selection criteria,12,recommendation,positive,total_laryngectomy,larynx_preservation_any,"For older patients (aged ≥70 years) with advanced-stage laryngeal cancer (cT3, cT4a, or cN+) whose frailty or comorbidity profile precludes the use of systemic therapy and indication to open partial horizontal laryngectomy, total laryngectomy is the preferred option.",IV,93.7,first,True
S89#3,S89,Organ preservation in older patients: selection criteria,12,recommendation,positive,ophl_any,surgical_lp,"For older patients (aged ≥70 years) with advanced-stage laryngeal cancer (cT3, cT4a, or cN+) whose frailty or comorbidity profile precludes the use of systemic therapy and indication to open partial horizontal laryngectomy, total laryngectomy is the preferred option.",IV,93.7,first,True
S89#4,S89,Organ preservation in older patients: selection criteria,12,recommendation,positive,ophl_any,larynx_preservation_any,"For older patients (aged ≥70 years) with advanced-stage laryngeal cancer (cT3, cT4a, or cN+) whose frailty or comorbidity profile precludes the use of systemic therapy and indication to open partial horizontal laryngectomy, total laryngectomy is the preferred option.",IV,93.7,first,True
S91R#1,S91R,Organ preservation in older patients: selection criteria,12,relative_contraindication,negative,,,"Older patients are more susceptible to developing more severe cisplatin-related ototoxicity. Therefore, hearing loss or tinnitus of grade >1 (CTCAE) is a relative contraindication for cisplatin administration in larynx-preservation protocols in older patients, and this should be discussed with the patient.",V,94.2,second,True
S128#1,S128,Listening to the patient’s preferences: tools and implementation,13,recommendation,positive,,,"Tools to assess the priorities of patients with locally advanced laryngeal cancer should be specifically developed. Areas of research should entail developing questionnaires with a specific focus on larynx-preservation through standardised methodology, validating and divulging specific patient decision aids to empower patients and their caregivers in the clinical decision making, and addressing treatment-decision-making dynamics via specific qualitative studies, as are already available for other head and neck subsites.",V,97.0,first,True
S129#1,S129,Listening to the patient’s preferences: tools and implementation,13,response_adapted,positive,total_laryngectomy,larynx_preservation_any,"In cases of advanced disease (such as cT4a tumours with high-volume extralaryngeal extension) or no response to induction chemotherapy, the treating multidisciplinary team should be clear that larynx-preservation strategies have a reduced functional and survival outcome compared with total laryngectomy. Patients should undergo extensive counselling to be able to fully grasp the potential detrimental consequences of tentatively favouring quality over quantity of life when making a decision concerning treatment.",III,100.0,first,True
S129#2,S129,Listening to the patient’s preferences: tools and implementation,13,response_adapted,positive,total_laryngectomy,nonsurgical_lp,"In cases of advanced disease (such as cT4a tumours with high-volume extralaryngeal extension) or no response to induction chemotherapy, the treating multidisciplinary team should be clear that larynx-preservation strategies have a reduced functional and survival outcome compared with total laryngectomy. Patients should undergo extensive counselling to be able to fully grasp the potential detrimental consequences of tentatively favouring quality over quantity of life when making a decision concerning treatment.",III,100.0,first,True
S129#3,S129,Listening to the patient’s preferences: tools and implementation,13,response_adapted,positive,ict_rt,larynx_preservation_any,"In cases of advanced disease (such as cT4a tumours with high-volume extralaryngeal extension) or no response to induction chemotherapy, the treating multidisciplinary team should be clear that larynx-preservation strategies have a reduced functional and survival outcome compared with total laryngectomy. Patients should undergo extensive counselling to be able to fully grasp the potential detrimental consequences of tentatively favouring quality over quantity of life when making a decision concerning treatment.",III,100.0,first,True
S129#4,S129,Listening to the patient’s preferences: tools and implementation,13,response_adapted,positive,ict_rt,nonsurgical_lp,"In cases of advanced disease (such as cT4a tumours with high-volume extralaryngeal extension) or no response to induction chemotherapy, the treating multidisciplinary team should be clear that larynx-preservation strategies have a reduced functional and survival outcome compared with total laryngectomy. Patients should undergo extensive counselling to be able to fully grasp the potential detrimental consequences of tentatively favouring quality over quantity of life when making a decision concerning treatment.",III,100.0,first,True
